metric,value
eval_loss,1.6040594577789307
eval_rouge1,0.041646274508392436
eval_rouge2,0.022865783097271206
eval_rougeL,0.034945795391923336
eval_bertscore_f1,-0.27988362312316895
eval_runtime,4.8231
eval_samples_per_second,6.427
eval_steps_per_second,6.427
epoch,5.0
